Company:,Ride Hailing Data,,,,,,
Date:,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD4168,HSR Layout,8:27 AM,00:18:00,Peak Time,No,5,0
RD4169,HSR Layout,8:26 AM,00:13:00,Peak Time,No,5,0
RD4170,HSR Layout,8:17 AM,00:14:00,Peak Time,Yes,3,11
RD4171,HSR Layout,8:07 AM,00:14:00,Peak Time,Yes,3,11
RD4172,HSR Layout,9:19 AM,00:10:00,Peak Time,No,4,0
RD4173,HSR Layout,10:53 AM,00:16:00,Peak Time,No,9,0
RD4174,HSR Layout,9:15 AM,00:16:00,Peak Time,Yes,4,12
RD4175,HSR Layout,10:59 AM,00:11:00,Peak Time,No,4,0
RD4176,HSR Layout,8:14 AM,00:10:00,Peak Time,Yes,3,7
RD4177,HSR Layout,10:17 AM,00:17:00,Peak Time,No,8,0
RD4178,HSR Layout,9:04 AM,00:16:00,Peak Time,No,8,0
RD4179,HSR Layout,9:47 AM,00:14:00,Peak Time,Yes,5,9
RD4180,HSR Layout,10:21 AM,00:17:00,Peak Time,Yes,4,13
RD4181,HSR Layout,8:10 AM,00:17:00,Peak Time,Yes,6,11
RD4182,HSR Layout,8:15 AM,00:16:00,Peak Time,Yes,5,11
RD4183,HSR Layout,8:13 AM,00:10:00,Peak Time,Yes,3,7
RD4184,HSR Layout,10:42 AM,00:16:00,Peak Time,No,7,0
RD4185,HSR Layout,8:24 AM,00:10:00,Peak Time,No,7,0
RD4186,HSR Layout,9:49 AM,00:16:00,Peak Time,No,9,0
RD4187,HSR Layout,2:23 PM,00:05:00,Non-Peak Time,Yes,1,4
RD4188,HSR Layout,12:59 PM,00:01:00,Non-Peak Time,Yes,0,1
RD4189,HSR Layout,3:33 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4190,HSR Layout,2:39 PM,00:02:00,Non-Peak Time,Yes,0,2
RD4191,HSR Layout,11:04 AM,00:24:00,Non-Peak Time,Yes,5,19
RD4192,HSR Layout,2:42 PM,00:04:00,Non-Peak Time,No,5,0
RD4193,HSR Layout,12:55 PM,00:09:00,Non-Peak Time,Yes,2,7
RD4194,HSR Layout,1:56 PM,00:14:00,Non-Peak Time,Yes,3,11
RD4195,HSR Layout,11:15 AM,00:06:00,Non-Peak Time,No,3,0
RD4196,HSR Layout,1:14 PM,00:07:00,Non-Peak Time,Yes,2,5
RD4197,HSR Layout,3:58 PM,00:12:00,Non-Peak Time,Yes,3,9
RD4198,HSR Layout,1:00 PM,00:14:00,Non-Peak Time,Yes,4,10
RD4199,HSR Layout,2:33 PM,00:01:00,Non-Peak Time,Yes,0,1
RD4200,HSR Layout,1:37 PM,00:02:00,Non-Peak Time,No,3,0
RD4201,HSR Layout,4:33 PM,00:13:00,Peak Time,Yes,4,9
RD4202,HSR Layout,5:06 PM,00:10:00,Peak Time,Yes,2,8
RD4203,HSR Layout,4:44 PM,00:19:00,Peak Time,Yes,4,15
RD4204,HSR Layout,6:47 PM,00:12:00,Peak Time,No,6,0
RD4205,HSR Layout,6:39 PM,00:19:00,Peak Time,Yes,4,15
RD4206,HSR Layout,5:19 PM,00:16:00,Peak Time,No,8,0
RD4207,HSR Layout,5:19 PM,00:13:00,Peak Time,Yes,3,10
RD4208,HSR Layout,5:09 PM,00:11:00,Peak Time,Yes,3,8
RD4209,HSR Layout,6:21 PM,00:14:00,Peak Time,Yes,3,11
RD4210,HSR Layout,9:11 PM,00:12:00,Non-Peak Time,Yes,3,9
RD4211,HSR Layout,8:17 PM,00:16:00,Non-Peak Time,No,8,0
RD4212,HSR Layout,9:20 PM,00:12:00,Non-Peak Time,Yes,2,10
RD4213,HSR Layout,9:51 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4214,HSR Layout,8:22 PM,00:10:00,Non-Peak Time,Yes,2,8
RD4215,HSR Layout,4:44 PM,00:11:00,Peak Time,Yes,3,8
RD4216,HSR Layout,4:55 PM,00:14:00,Peak Time,Yes,3,11
RD4217,HSR Layout,9:35 PM,00:18:00,Non-Peak Time,Yes,4,14
RD4218,HSR Layout,5:15 PM,00:14:00,Peak Time,Yes,3,11
RD4219,HSR Layout,7:56 PM,00:13:00,Peak Time,Yes,4,9
RD4220,HSR Layout,9:35 PM,00:17:00,Non-Peak Time,No,11,0
RD4221,HSR Layout,9:49 PM,00:18:00,Non-Peak Time,Yes,6,12
RD4222,HSR Layout,5:31 PM,00:11:00,Peak Time,No,4,0
RD4223,HSR Layout,4:03 PM,00:13:00,Peak Time,Yes,4,9
RD4224,HSR Layout,6:28 PM,00:13:00,Peak Time,No,8,0
RD4225,HSR Layout,9:33 PM,00:34:00,Non-Peak Time,Yes,9,25
RD4226,HSR Layout,9:55 PM,00:12:00,Non-Peak Time,Yes,2,10
RD4227,HSR Layout,6:33 PM,00:19:00,Peak Time,No,8,0
RD4228,HSR Layout,5:09 PM,00:17:00,Peak Time,Yes,4,13
RD4229,HSR Layout,5:23 PM,00:32:00,Peak Time,Yes,6,26
RD4230,HSR Layout,9:16 PM,00:17:00,Non-Peak Time,Yes,3,14
RD4231,HSR Layout,4:24 PM,00:13:00,Peak Time,No,6,0
RD4232,HSR Layout,4:52 PM,00:14:00,Peak Time,Yes,3,11
RD4233,HSR Layout,6:55 PM,00:16:00,Peak Time,Yes,5,11
RD4234,HSR Layout,9:52 PM,00:10:00,Non-Peak Time,Yes,3,7
RD4235,HSR Layout,5:38 PM,00:19:00,Peak Time,No,6,0
RD4236,HSR Layout,4:17 PM,00:12:00,Peak Time,Yes,3,9
RD4237,HSR Layout,8:24 PM,00:17:00,Non-Peak Time,Yes,3,14
RD4238,HSR Layout,8:26 PM,00:11:00,Non-Peak Time,No,7,0
RD4239,HSR Layout,5:55 PM,00:18:00,Peak Time,Yes,5,13
RD4240,HSR Layout,5:13 PM,00:17:00,Peak Time,Yes,4,13
RD4241,HSR Layout,4:52 AM,00:04:00,Non-Peak Time,Yes,1,3
RD4242,HSR Layout,10:32 PM,00:02:00,Non-Peak Time,Yes,1,1
RD4243,HSR Layout,1:22 AM,00:10:00,Non-Peak Time,Yes,2,8
RD4244,HSR Layout,3:25 AM,00:08:00,Non-Peak Time,Yes,2,6
RD4245,HSR Layout,2:13 AM,00:11:00,Non-Peak Time,Yes,4,7
RD4246,HSR Layout,2:34 AM,00:07:00,Non-Peak Time,No,4,0
RD4247,HSR Layout,12:58 AM,00:09:00,Non-Peak Time,Yes,3,6
RD4248,HSR Layout,12:50 AM,00:08:00,Non-Peak Time,Yes,2,6
RD4249,HSR Layout,4:08 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4250,HSR Layout,3:50 AM,00:08:00,Non-Peak Time,Yes,3,5
RD4251,HSR Layout,12:44 AM,00:10:00,Non-Peak Time,No,7,0
RD4252,HSR Layout,1:08 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4253,HSR Layout,12:32 AM,00:13:00,Non-Peak Time,Yes,3,10
RD4254,HSR Layout,2:24 AM,00:16:00,Non-Peak Time,Yes,3,13
RD4255,HSR Layout,12:11 AM,00:06:00,Non-Peak Time,Yes,2,4
RD4256,HSR Layout,11:25 PM,00:09:00,Non-Peak Time,Yes,2,7
RD4257,HSR Layout,7:51 AM,00:12:00,Non-Peak Time,Yes,2,10
RD4258,HSR Layout,6:27 AM,00:06:00,Non-Peak Time,Yes,2,4
RD4259,HSR Layout,7:30 AM,00:11:00,Non-Peak Time,Yes,2,9
RD4260,HSR Layout,7:54 AM,00:28:00,Non-Peak Time,Yes,9,19
RD4261,HSR Layout,6:58 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4262,HSR Layout,6:00 AM,00:12:00,Non-Peak Time,Yes,3,9
RD4263,HSR Layout,6:48 AM,00:07:00,Non-Peak Time,No,5,0
RD4264,HSR Layout,5:21 AM,00:02:00,Non-Peak Time,No,2,0
RD4265,HSR Layout,6:17 AM,00:13:00,Non-Peak Time,Yes,4,9
RD4266,HSR Layout,6:37 AM,00:05:00,Non-Peak Time,Yes,1,4
RD4267,HSR Layout,5:59 AM,00:10:00,Non-Peak Time,Yes,3,7
RD4268,HSR Layout,6:59 AM,00:11:00,Non-Peak Time,Yes,2,9
RD4269,HSR Layout,6:43 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4270,HSR Layout,5:45 AM,00:01:00,Non-Peak Time,Yes,0,1
RD4271,HSR Layout,6:21 AM,00:08:00,Non-Peak Time,Yes,3,5
RD4272,HSR Layout,8:14 AM,00:13:00,Peak Time,Yes,4,9
RD4273,HSR Layout,9:45 AM,00:18:00,Peak Time,Yes,5,13
RD4274,HSR Layout,9:56 AM,00:14:00,Peak Time,No,7,0
RD4275,HSR Layout,8:53 AM,00:19:00,Peak Time,Yes,5,14
RD4276,HSR Layout,8:18 AM,00:14:00,Peak Time,No,8,0
RD4277,HSR Layout,9:16 AM,00:18:00,Peak Time,Yes,4,14
RD4278,HSR Layout,9:33 AM,00:19:00,Peak Time,No,7,0
RD4279,HSR Layout,8:36 AM,00:12:00,Peak Time,Yes,3,9
RD4280,HSR Layout,8:13 AM,00:16:00,Peak Time,No,6,0
RD4281,HSR Layout,9:34 AM,00:11:00,Peak Time,No,4,0
RD4282,HSR Layout,8:36 AM,00:14:00,Peak Time,Yes,4,10
RD4283,HSR Layout,9:27 AM,00:18:00,Peak Time,No,11,0
RD4284,HSR Layout,9:35 AM,00:14:00,Peak Time,Yes,4,10
RD4285,HSR Layout,10:41 AM,00:14:00,Peak Time,Yes,4,10
RD4286,HSR Layout,10:47 AM,00:30:00,Peak Time,No,9,0
RD4287,HSR Layout,9:25 AM,00:18:00,Peak Time,Yes,4,14
RD4288,HSR Layout,8:47 AM,00:14:00,Peak Time,Yes,3,11
RD4289,HSR Layout,10:33 AM,00:13:00,Peak Time,Yes,3,10
RD4290,HSR Layout,8:08 AM,00:16:00,Peak Time,Yes,5,11
RD4291,HSR Layout,10:58 AM,00:11:00,Peak Time,Yes,2,9
RD4292,HSR Layout,8:39 AM,00:11:00,Peak Time,Yes,2,9
RD4293,HSR Layout,10:16 AM,00:19:00,Peak Time,No,11,0
RD4294,HSR Layout,8:49 AM,00:10:00,Peak Time,Yes,2,8
RD4295,HSR Layout,9:45 AM,00:19:00,Peak Time,No,8,0
RD4296,HSR Layout,10:59 AM,00:12:00,Peak Time,Yes,2,10
RD4297,HSR Layout,9:57 AM,00:19:00,Peak Time,Yes,4,15
RD4298,HSR Layout,9:18 AM,00:10:00,Peak Time,Yes,2,8
RD4299,HSR Layout,9:27 AM,00:14:00,Peak Time,No,7,0
RD4300,HSR Layout,10:11 AM,00:18:00,Peak Time,No,6,0
RD4301,HSR Layout,8:56 AM,00:11:00,Peak Time,Yes,4,7
RD4302,HSR Layout,8:02 AM,00:13:00,Peak Time,Yes,3,10
RD4303,HSR Layout,8:33 AM,00:17:00,Peak Time,No,4,0
RD4304,HSR Layout,8:39 AM,00:12:00,Peak Time,Yes,3,9
RD4305,HSR Layout,10:53 AM,00:11:00,Peak Time,No,6,0
RD4306,HSR Layout,10:21 AM,00:12:00,Peak Time,Yes,2,10
RD4307,HSR Layout,8:15 AM,00:10:00,Peak Time,Yes,2,8
RD4308,HSR Layout,8:31 AM,00:13:00,Peak Time,No,6,0
RD4309,HSR Layout,10:12 AM,00:12:00,Peak Time,Yes,2,10
RD4310,HSR Layout,3:06 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4311,HSR Layout,2:41 PM,00:10:00,Non-Peak Time,No,4,0
RD4312,HSR Layout,11:31 AM,00:06:00,Non-Peak Time,Yes,1,5
RD4313,HSR Layout,3:53 PM,00:12:00,Non-Peak Time,Yes,4,8
RD4314,HSR Layout,2:27 PM,00:04:00,Non-Peak Time,Yes,1,3
RD4315,HSR Layout,3:45 PM,00:01:00,Non-Peak Time,Yes,0,1
RD4316,HSR Layout,1:58 PM,00:09:00,Non-Peak Time,Yes,2,7
RD4317,HSR Layout,1:36 PM,00:10:00,Non-Peak Time,Yes,3,7
RD4318,HSR Layout,3:51 PM,00:03:00,Non-Peak Time,Yes,1,2
RD4319,HSR Layout,2:28 PM,00:03:00,Non-Peak Time,Yes,1,2
RD4320,HSR Layout,11:50 AM,00:01:00,Non-Peak Time,Yes,0,1
RD4321,HSR Layout,11:27 AM,00:12:00,Non-Peak Time,No,8,0
RD4322,HSR Layout,12:28 PM,00:02:00,Non-Peak Time,Yes,1,1
RD4323,HSR Layout,2:56 PM,00:08:00,Non-Peak Time,Yes,2,6
RD4324,HSR Layout,11:57 AM,00:11:00,Non-Peak Time,Yes,3,8
RD4325,HSR Layout,11:14 AM,00:11:00,Non-Peak Time,No,8,0
RD4326,HSR Layout,2:43 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4327,HSR Layout,2:41 PM,00:01:00,Non-Peak Time,Yes,0,1
RD4328,HSR Layout,6:29 PM,00:12:00,Peak Time,No,9,0
RD4329,HSR Layout,8:45 PM,00:16:00,Non-Peak Time,Yes,5,11
RD4330,HSR Layout,5:27 PM,00:16:00,Peak Time,No,6,0
RD4331,HSR Layout,4:40 PM,00:15:00,Peak Time,Yes,3,12
RD4332,HSR Layout,4:38 PM,00:16:00,Peak Time,Yes,5,11
RD4333,HSR Layout,4:45 PM,00:18:00,Peak Time,No,10,0
RD4334,HSR Layout,9:22 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4335,HSR Layout,5:44 PM,00:10:00,Peak Time,Yes,2,8
RD4336,HSR Layout,9:20 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4337,HSR Layout,9:58 PM,00:10:00,Non-Peak Time,Yes,3,7
RD4338,HSR Layout,4:51 PM,00:13:00,Peak Time,Yes,4,9
RD4339,HSR Layout,4:27 PM,00:17:00,Peak Time,No,7,0
RD4340,HSR Layout,8:16 PM,00:14:00,Non-Peak Time,Yes,5,9
RD4341,HSR Layout,4:55 PM,00:15:00,Peak Time,Yes,4,11
RD4342,HSR Layout,4:59 PM,00:17:00,Peak Time,Yes,3,14
RD4343,HSR Layout,7:35 PM,00:14:00,Peak Time,No,6,0
RD4344,HSR Layout,7:08 PM,00:16:00,Peak Time,Yes,4,12
RD4345,HSR Layout,9:41 PM,00:13:00,Non-Peak Time,Yes,4,9
RD4346,HSR Layout,6:31 PM,00:20:00,Peak Time,No,10,0
RD4347,HSR Layout,8:41 PM,00:16:00,Non-Peak Time,Yes,3,13
RD4348,HSR Layout,4:47 PM,00:18:00,Peak Time,No,8,0
RD4349,HSR Layout,9:35 PM,00:14:00,Non-Peak Time,Yes,3,11
RD4350,HSR Layout,4:42 PM,00:13:00,Peak Time,No,8,0
RD4351,HSR Layout,6:08 PM,00:13:00,Peak Time,Yes,3,10
RD4352,HSR Layout,9:20 PM,00:13:00,Non-Peak Time,Yes,4,9
RD4353,HSR Layout,5:42 PM,00:18:00,Peak Time,Yes,6,12
RD4354,HSR Layout,5:51 PM,00:10:00,Peak Time,Yes,2,8
RD4355,HSR Layout,9:54 PM,00:16:00,Non-Peak Time,No,7,0
RD4356,HSR Layout,6:57 PM,00:12:00,Peak Time,Yes,2,10
RD4357,HSR Layout,5:22 PM,00:10:00,Peak Time,No,5,0
RD4358,HSR Layout,11:37 PM,00:14:00,Non-Peak Time,Yes,4,10
RD4359,HSR Layout,12:34 AM,00:11:00,Non-Peak Time,No,8,0
RD4360,HSR Layout,4:37 AM,00:03:00,Non-Peak Time,No,6,0
RD4361,HSR Layout,1:52 AM,00:13:00,Non-Peak Time,Yes,4,9
RD4362,HSR Layout,4:55 AM,00:13:00,Non-Peak Time,No,8,0
RD4363,HSR Layout,10:55 PM,00:03:00,Non-Peak Time,Yes,1,2
RD4364,HSR Layout,1:48 AM,00:06:00,Non-Peak Time,Yes,1,5
RD4365,HSR Layout,1:28 AM,00:10:00,Non-Peak Time,Yes,3,7
RD4366,HSR Layout,3:46 AM,00:05:00,Non-Peak Time,No,2,0
RD4367,HSR Layout,2:39 AM,00:08:00,Non-Peak Time,Yes,2,6
RD4368,HSR Layout,11:41 PM,00:11:00,Non-Peak Time,Yes,4,7
RD4369,HSR Layout,1:24 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4370,HSR Layout,11:38 PM,00:12:00,Non-Peak Time,Yes,2,10
RD4371,HSR Layout,10:19 PM,00:07:00,Non-Peak Time,Yes,2,5
RD4372,HSR Layout,7:15 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4373,HSR Layout,5:00 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4374,HSR Layout,6:16 AM,00:12:00,Non-Peak Time,Yes,2,10
RD4375,HSR Layout,6:09 AM,00:05:00,Non-Peak Time,No,2,0
RD4376,HSR Layout,5:50 AM,00:10:00,Non-Peak Time,Yes,3,7
RD4377,HSR Layout,7:46 AM,00:12:00,Non-Peak Time,Yes,2,10
RD4378,HSR Layout,7:20 AM,00:05:00,Non-Peak Time,No,5,0
RD4379,HSR Layout,7:25 AM,00:08:00,Non-Peak Time,Yes,3,5
RD4380,HSR Layout,7:05 AM,00:09:00,Non-Peak Time,No,7,0
RD4381,HSR Layout,7:50 AM,00:05:00,Non-Peak Time,Yes,1,4
RD4382,HSR Layout,6:46 AM,00:11:00,Non-Peak Time,Yes,3,8
RD4383,HSR Layout,6:47 AM,00:09:00,Non-Peak Time,Yes,2,7
RD4384,HSR Layout,7:17 AM,00:08:00,Non-Peak Time,Yes,2,6
RD4385,HSR Layout,5:49 AM,00:05:00,Non-Peak Time,No,3,0
RD4386,HSR Layout,9:12 AM,00:11:00,Peak Time,No,4,0
RD4387,HSR Layout,10:40 AM,00:18:00,Peak Time,No,11,0
RD4388,HSR Layout,10:02 AM,00:17:00,Peak Time,No,9,0
RD4389,HSR Layout,10:44 AM,00:34:00,Peak Time,Yes,11,23
RD4390,HSR Layout,9:33 AM,00:18:00,Peak Time,Yes,6,12
RD4391,HSR Layout,9:26 AM,00:19:00,Peak Time,Yes,6,13
RD4392,HSR Layout,8:59 AM,00:16:00,Peak Time,Yes,3,13
RD4393,HSR Layout,10:40 AM,00:10:00,Peak Time,No,3,0
RD4394,HSR Layout,9:49 AM,00:13:00,Peak Time,Yes,4,9
RD4395,HSR Layout,8:34 AM,00:13:00,Peak Time,No,8,0
RD4396,HSR Layout,8:39 AM,00:16:00,Peak Time,Yes,5,11
RD4397,HSR Layout,8:00 AM,00:14:00,Peak Time,No,8,0
RD4398,HSR Layout,10:54 AM,00:11:00,Peak Time,Yes,3,8
RD4399,HSR Layout,10:10 AM,00:16:00,Peak Time,Yes,3,13
RD4400,HSR Layout,8:00 AM,00:19:00,Peak Time,Yes,4,15
RD4401,HSR Layout,8:41 AM,00:15:00,Peak Time,No,5,0
RD4402,HSR Layout,9:16 AM,00:13:00,Peak Time,No,5,0
RD4403,HSR Layout,10:58 AM,00:13:00,Peak Time,Yes,3,10
RD4404,HSR Layout,9:00 AM,00:15:00,Peak Time,No,7,0
RD4405,HSR Layout,10:22 AM,00:14:00,Peak Time,Yes,5,9
RD4406,HSR Layout,10:03 AM,00:15:00,Peak Time,Yes,3,12
RD4407,HSR Layout,8:54 AM,00:13:00,Peak Time,No,7,0
RD4408,HSR Layout,8:32 AM,00:32:00,Peak Time,Yes,6,26
RD4409,HSR Layout,9:01 AM,00:15:00,Peak Time,No,5,0
RD4410,HSR Layout,10:38 AM,00:13:00,Peak Time,Yes,3,10
RD4411,HSR Layout,8:37 AM,00:17:00,Peak Time,Yes,4,13
RD4412,HSR Layout,8:20 AM,00:18:00,Peak Time,Yes,6,12
RD4413,HSR Layout,10:10 AM,00:13:00,Peak Time,No,8,0
RD4414,HSR Layout,10:22 AM,00:16:00,Peak Time,No,5,0
RD4415,HSR Layout,10:57 AM,00:19:00,Peak Time,No,6,0
RD4416,HSR Layout,9:54 AM,00:15:00,Peak Time,Yes,4,11
RD4417,HSR Layout,9:13 AM,00:19:00,Peak Time,Yes,6,13
RD4418,HSR Layout,9:26 AM,00:13:00,Peak Time,No,9,0
RD4419,HSR Layout,8:34 AM,00:17:00,Peak Time,Yes,4,13
RD4420,HSR Layout,12:18 PM,00:14:00,Non-Peak Time,Yes,4,10
RD4421,HSR Layout,3:17 PM,00:04:00,Non-Peak Time,Yes,1,3
RD4422,HSR Layout,3:19 PM,00:05:00,Non-Peak Time,Yes,1,4
RD4423,HSR Layout,1:12 PM,00:09:00,Non-Peak Time,Yes,3,6
RD4424,HSR Layout,3:31 PM,00:08:00,Non-Peak Time,Yes,2,6
RD4425,HSR Layout,2:26 PM,00:04:00,Non-Peak Time,Yes,1,3
RD4426,HSR Layout,11:15 AM,00:02:00,Non-Peak Time,No,4,0
RD4427,HSR Layout,12:25 PM,00:11:00,Non-Peak Time,No,8,0
RD4428,HSR Layout,3:17 PM,00:04:00,Non-Peak Time,Yes,1,3
RD4429,HSR Layout,2:54 PM,00:12:00,Non-Peak Time,No,7,0
RD4430,HSR Layout,11:20 AM,00:13:00,Non-Peak Time,Yes,3,10
RD4431,HSR Layout,2:18 PM,00:01:00,Non-Peak Time,Yes,0,1
RD4432,HSR Layout,4:23 PM,00:12:00,Peak Time,No,6,0
RD4433,HSR Layout,7:53 PM,00:15:00,Peak Time,Yes,5,10
RD4434,HSR Layout,6:49 PM,00:19:00,Peak Time,Yes,4,15
RD4435,HSR Layout,4:58 PM,00:18:00,Peak Time,No,6,0
RD4436,HSR Layout,9:58 PM,00:18:00,Non-Peak Time,Yes,4,14
RD4437,HSR Layout,9:51 PM,00:18:00,Non-Peak Time,Yes,4,14
RD4438,HSR Layout,5:46 PM,00:11:00,Peak Time,Yes,2,9
RD4439,HSR Layout,6:19 PM,00:17:00,Peak Time,Yes,4,13
RD4440,HSR Layout,4:22 PM,00:15:00,Peak Time,Yes,3,12
RD4441,HSR Layout,8:53 PM,00:12:00,Non-Peak Time,No,6,0
RD4442,HSR Layout,6:26 PM,00:16:00,Peak Time,Yes,5,11
RD4443,HSR Layout,8:38 PM,00:13:00,Non-Peak Time,Yes,3,10
RD4444,HSR Layout,6:12 PM,00:13:00,Peak Time,No,7,0
RD4445,HSR Layout,6:38 PM,00:18:00,Peak Time,Yes,5,13
RD4446,HSR Layout,4:20 PM,00:12:00,Peak Time,No,5,0
RD4447,HSR Layout,8:41 PM,00:15:00,Non-Peak Time,No,5,0
RD4448,HSR Layout,4:50 PM,00:12:00,Peak Time,No,3,0
RD4449,HSR Layout,9:18 PM,00:19:00,Non-Peak Time,Yes,4,15
RD4450,HSR Layout,8:27 PM,00:16:00,Non-Peak Time,Yes,5,11
RD4451,HSR Layout,4:30 PM,00:16:00,Peak Time,No,7,0
RD4452,HSR Layout,9:49 PM,00:17:00,Non-Peak Time,No,7,0
RD4453,HSR Layout,8:02 PM,00:12:00,Non-Peak Time,Yes,2,10
RD4454,HSR Layout,4:57 PM,00:14:00,Peak Time,No,7,0
RD4455,HSR Layout,7:47 PM,00:10:00,Peak Time,Yes,2,8
RD4456,HSR Layout,5:32 PM,00:16:00,Peak Time,No,4,0
RD4457,HSR Layout,5:13 PM,00:19:00,Peak Time,No,10,0
RD4458,HSR Layout,9:41 PM,00:18:00,Non-Peak Time,Yes,6,12
RD4459,HSR Layout,7:01 PM,00:11:00,Peak Time,Yes,3,8
RD4460,HSR Layout,6:06 PM,00:13:00,Peak Time,No,8,0
RD4461,HSR Layout,4:18 PM,00:18:00,Peak Time,Yes,5,13
RD4462,HSR Layout,12:05 AM,00:06:00,Non-Peak Time,Yes,2,4
RD4463,HSR Layout,3:41 AM,00:09:00,Non-Peak Time,Yes,2,7
RD4464,HSR Layout,10:58 PM,00:02:00,Non-Peak Time,Yes,0,2
RD4465,HSR Layout,1:46 AM,00:10:00,Non-Peak Time,Yes,3,7
RD4466,HSR Layout,4:49 AM,00:09:00,Non-Peak Time,Yes,2,7
RD4467,HSR Layout,10:32 PM,00:11:00,Non-Peak Time,Yes,4,7
RD4468,HSR Layout,2:10 AM,00:01:00,Non-Peak Time,No,4,0
RD4469,HSR Layout,10:16 PM,00:09:00,Non-Peak Time,Yes,2,7
RD4470,HSR Layout,4:41 AM,00:05:00,Non-Peak Time,Yes,1,4
RD4471,HSR Layout,3:48 AM,00:04:00,Non-Peak Time,Yes,1,3
RD4472,HSR Layout,4:54 AM,00:12:00,Non-Peak Time,Yes,3,9
RD4473,HSR Layout,2:38 AM,00:13:00,Non-Peak Time,Yes,3,10
RD4474,HSR Layout,3:32 AM,00:05:00,Non-Peak Time,Yes,1,4
RD4475,HSR Layout,3:25 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4476,HSR Layout,12:04 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4477,HSR Layout,10:45 PM,00:13:00,Non-Peak Time,No,4,0
RD4478,HSR Layout,4:58 AM,00:28:00,Non-Peak Time,Yes,9,19
RD4479,HSR Layout,4:06 AM,00:06:00,Non-Peak Time,Yes,1,5
RD4480,HSR Layout,6:39 AM,00:12:00,Non-Peak Time,No,8,0
RD4481,HSR Layout,6:36 AM,00:09:00,Non-Peak Time,Yes,3,6
RD4482,HSR Layout,5:02 AM,00:05:00,Non-Peak Time,Yes,2,3
RD4483,HSR Layout,6:55 AM,00:14:00,Non-Peak Time,Yes,4,10
RD4484,HSR Layout,7:32 AM,00:13:00,Non-Peak Time,Yes,4,9
RD4485,HSR Layout,7:13 AM,00:08:00,Non-Peak Time,Yes,2,6
RD4486,HSR Layout,5:07 AM,00:04:00,Non-Peak Time,Yes,1,3
RD4487,HSR Layout,6:24 AM,00:08:00,Non-Peak Time,No,5,0
RD4488,HSR Layout,7:28 AM,00:11:00,Non-Peak Time,Yes,4,7
RD4489,HSR Layout,5:09 AM,00:12:00,Non-Peak Time,Yes,3,9
RD4490,HSR Layout,6:05 AM,00:07:00,Non-Peak Time,No,3,0
RD4491,HSR Layout,7:43 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4492,HSR Layout,5:23 AM,00:03:00,Non-Peak Time,Yes,1,2
RD4493,HSR Layout,7:42 AM,00:07:00,Non-Peak Time,Yes,2,5
RD4494,HSR Layout,7:09 AM,00:04:00,Non-Peak Time,Yes,1,3
RD4495,HSR Layout,7:01 AM,00:10:00,Non-Peak Time,No,8,0
RD4496,HSR Layout,10:26 AM,00:17:00,Peak Time,Yes,6,11
RD4497,HSR Layout,9:26 AM,00:30:00,Peak Time,No,13,0
RD4498,HSR Layout,9:07 AM,00:17:00,Peak Time,No,9,0
RD4499,HSR Layout,8:54 AM,00:28:00,Peak Time,Yes,7,21
RD4500,HSR Layout,8:20 AM,00:15:00,Peak Time,Yes,3,12
RD4501,HSR Layout,10:54 AM,00:14:00,Peak Time,Yes,5,9
RD4502,HSR Layout,8:06 AM,00:17:00,Peak Time,Yes,6,11
RD4503,HSR Layout,9:13 AM,00:14:00,Peak Time,Yes,3,11
RD4504,HSR Layout,8:36 AM,00:14:00,Peak Time,Yes,5,9
RD4505,HSR Layout,10:49 AM,00:18:00,Peak Time,Yes,6,12
RD4506,HSR Layout,8:46 AM,00:10:00,Peak Time,No,6,0
RD4507,HSR Layout,10:59 AM,00:13:00,Peak Time,Yes,3,10
RD4508,HSR Layout,10:03 AM,00:11:00,Peak Time,No,3,0
RD4509,HSR Layout,10:01 AM,00:13:00,Peak Time,No,7,0
RD4510,HSR Layout,10:36 AM,00:10:00,Peak Time,Yes,3,7
RD4511,HSR Layout,9:47 AM,00:11:00,Peak Time,Yes,4,7
RD4512,HSR Layout,8:53 AM,00:18:00,Peak Time,Yes,5,13
RD4513,HSR Layout,8:12 AM,00:16:00,Peak Time,Yes,5,11
RD4514,HSR Layout,10:39 AM,00:15:00,Peak Time,No,6,0
RD4515,HSR Layout,10:45 AM,00:10:00,Peak Time,Yes,2,8
